Gene.symbol,Gene.ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
ZC3H12C,85463,0.062227118,3.398719915,11.69084381,1.76E-05,7.47E-04,3.157773279
KIAA1211,57482,0.062213107,2.956844338,8.454684137,1.20E-04,0.002303039,0.981557429
KRTAP10-3,386682,0.062149885,2.931479181,2.883364417,0.026670079,0.052514151,-5.059140372
MAGEE1,57692,0.062113101,2.79226157,3.42066101,0.013252841,0.031511812,-4.302717757
MIGA1,374986,0.062046601,2.905373895,5.889299233,9.17E-04,0.006280679,-1.325438776
SLCO3A1///SLCO3A1,28232///28232,0.062039985,3.423409722,14.75633595,4.29E-06,2.56E-04,4.747318115
PITX3,5309,0.061946442,2.835766036,5.864980848,9.38E-04,0.006347259,-1.350704655
RHOU,58480,0.061932098,3.444005125,15.59026049,3.07E-06,1.98E-04,5.123142387
CD83,9308,0.061870176,3.648298773,14.76916959,4.27E-06,2.55E-04,4.753262283
EXTL1,2134,0.061831078,2.801266579,6.264872872,6.55E-04,0.00531212,-0.944371316
PRSS42,339906,0.061711142,3.052825463,4.36484629,0.004306666,0.014972918,-3.061925439
LOC100505502///LOC646700///LOC392364,100505502///646700///392364,0.061627127,2.788898434,4.693589335,0.003004472,0.011930608,-2.659982567
SIK3,23387,0.061560764,3.312281703,13.0377657,9.11E-06,4.64E-04,3.901002822
REM1,28954,0.061544616,2.898074106,5.134125719,0.001899125,0.009117642,-2.145656527
ENTPD8,377841,0.0615142,2.919297118,7.044571856,3.41E-04,0.003839622,-0.204594531
HIST1H3C,8352,0.061460681,2.815433331,8.006932528,1.64E-04,0.00276055,0.623987539
LAG3,3902,0.061222601,2.891798964,3.556501223,0.011179946,0.027847176,-4.116647247
TAC4,255061,0.06117679,2.826400904,4.341534896,0.004420683,0.015233641,-3.091024926
GPR183,1880,0.061165605,3.518835819,7.833946364,1.86E-04,0.002925375,0.481312167
ZNF136,7695,0.061086689,3.204593767,9.567121169,5.81E-05,0.001575548,1.803610528
BHLHA9,727857,0.060968298,3.077709295,2.907318736,0.025829267,0.051307593,-5.024842177
LTB4R2///LTB4R,56413///1241,0.060848095,2.843349697,4.736813306,0.00286885,0.011536755,-2.608298144
SULT2B1,6820,0.060692799,2.865334225,8.588316301,1.09E-04,0.002194811,1.085138247
ZNF154,7710,0.060629362,2.823924496,5.445677915,0.00139449,0.007753127,-1.79816538
JUNB,3726,0.060602256,3.536358142,13.79157756,6.48E-06,3.56E-04,4.285028924
KIF25-AS1,100505879,0.060580845,2.829537598,6.561677711,5.07E-04,0.004667751,-0.654909237
KRTAP5-9,3846,0.060209153,2.787697763,3.369504715,0.01413974,0.033009087,-4.373389104
RIMS3,9783,0.060128769,2.821544639,5.072064929,0.00202268,0.009451728,-2.21646097
MTNR1B,4544,0.060011989,2.827199127,4.783098836,0.002731195,0.011197367,-2.553250345
PTBP2,58155,0.059881574,2.823852656,4.520434467,0.003624824,0.013447521,-2.869735569
HTR6,3362,0.059836957,2.831720355,4.009140436,0.006473448,0.01939128,-3.514564557
TBC1D10A,83874,0.059832619,3.218610854,12.7241574,1.06E-05,5.12E-04,3.734803823
RPS6KC1,26750,0.059784182,3.08004225,8.848120181,9.19E-05,0.002007492,1.282587181
SP5,389058,0.059760068,3.081363271,5.892487501,9.14E-04,0.006269907,-1.322131731
BTG1,694,0.059758726,3.54022585,12.70065513,1.07E-05,5.14E-04,3.722188865
C20orf144///C20orf144,128864///128864,0.059752992,3.039496849,5.377305773,0.001490708,0.008035693,-1.873302917
SPEF1,25876,0.059736959,2.795765925,3.084811696,0.020420584,0.042927142,-4.772159392
LOC102723968,102723968,0.059663138,2.882628658,6.496602008,5.36E-04,0.004806731,-0.717522162
FOXD4L5///FOXD4L6///FOXD4L3///FOXD4L1///FOXD4,653427///653404///286380///200350///2298,0.059646453,2.901441677,9.229613836,7.18E-05,0.001782858,1.563518999
WFIKKN2,124857,0.059619223,2.93076033,5.186387143,0.001801661,0.008847582,-2.086444782
FOXP1,27086,0.059545719,3.02295989,8.335589567,1.30E-04,0.002401559,0.888053116
USP18,11274,0.059423749,3.32287752,4.359523492,0.004332408,0.015022835,-3.06856287
COL9A3,1299,0.059370918,3.095857582,5.559139842,0.001249929,0.007294363,-1.67484163
RAPH1,65059,0.059335988,3.164657573,8.531545747,1.14E-04,0.002245256,1.041305152
SPANXA2-OT1,619455,0.05929074,3.054112991,6.699440359,4.52E-04,0.00443652,-0.523901277
MUC21,394263,0.059277691,2.807554275,4.625772252,0.003232018,0.012480459,-2.741616482
SSTR2,6752,0.059096065,2.943299706,4.305326736,0.004604525,0.015648502,-3.13638068
TRH,7200,0.059078653,2.806800786,5.468283566,0.00136424,0.007643107,-1.773459578
FAM46A,55603,0.059071188,3.407052758,12.32601643,1.28E-05,5.77E-04,3.517993068
KRT14,3861,0.059050899,2.975374653,4.998923574,0.002180089,0.009837316,-2.300595127
KRTAP4-7///KRTAP4-9///KRTAP4-8///KRTAP4-11///KRTAP4-2///KRTAP4-5///KRTAP4-4///KRTAP4-12///KRTAP4-6///KRTAP4-7,100132476///100132386///728224///653240///85291///85289///84616///83755///81871///100132476,0.058918174,3.087658228,5.403266892,0.001453316,0.00794621,-1.844699567
FBXO17,115290,0.058870609,3.035598385,4.464719716,0.003854031,0.013974082,-2.938151586
WNT9B,7484,0.058865265,2.898830912,5.34569376,0.001537718,0.008143739,-1.908254153
SCGB3A1,92304,0.058850335,2.860945866,5.195416404,0.001785401,0.008805497,-2.076252748
B3GNT7,93010,0.058809599,2.916020301,11.52943816,1.91E-05,7.69E-04,3.063266538
UBTD2,92181,0.058785053,3.33092076,12.12867465,1.41E-05,6.17E-04,3.408015903
EFNA2,1943,0.058709775,3.044102546,4.538040866,0.003555599,0.013275657,-2.84820935
MARCKS,4082,0.058650058,3.414796019,9.290851181,6.91E-05,0.00174815,1.607655717
FBXL7,23194,0.05858089,2.808928261,5.262893156,0.001669002,0.008498164,-2.000439439
TMEM2,23670,0.058538918,3.140238134,6.064463802,7.82E-04,0.005798145,-1.145598961
FOXD4L5///FOXD4L6///FOXD4L3///FOXD4L1///FOXD4,653427///653404///286380///200350///2298,0.05841486,2.807849149,7.41530858,2.55E-04,0.003357003,0.124919231
IRX3,79191,0.058335252,2.938671349,5.388194245,0.001474894,0.007996581,-1.861295287
RIPK1,8737,0.058323604,3.357890563,11.66183057,1.79E-05,7.51E-04,3.140876942
DOT1L,84444,0.058302511,3.372460028,13.40554535,7.70E-06,4.08E-04,4.091013512
SPANXA2-OT1,619455,0.058239282,2.848681092,4.263434496,0.004827961,0.016105658,-3.189095329
FOXD4L5///FOXD4L6///FOXD4L3///FOXD4L1///FOXD4,653427///653404///286380///200350///2298,0.058040595,2.810099943,7.602031632,2.21E-04,0.003153787,0.28586872
ACTL10,170487,0.058030937,2.83130485,4.413789275,0.004077826,0.014476753,-3.00108825
LEFTY2,7044,0.057990149,2.944751721,6.51459693,5.28E-04,0.004758995,-0.700161028
GPR20,2843,0.057949383,2.817462913,3.81103857,0.008190625,0.022582646,-3.774563108
DUSP5,1847,0.057798521,3.486657148,11.19610929,2.28E-05,8.68E-04,2.864071781
PRR22,163154,0.057680988,2.823398725,3.527417525,0.011591854,0.02856006,-4.156286501
MPP3,4356,0.0575957,2.838070268,5.668965575,0.001125974,0.006933347,-1.557070285
FOXD4L5///FOXD4L6///FOXD4L3///FOXD4L1///FOXD4,653427///653404///286380///200350///2298,0.057576033,2.795397433,6.072692479,7.76E-04,0.005770708,-1.13724245
EHBP1L1,254102,0.057407758,2.774616763,2.860213362,0.027510639,0.053752049,-5.092327427
LOC440934,440934,0.057381947,2.805712178,5.09353137,0.001978945,0.009337927,-2.19190974
PPP1R1A,5502,0.057376807,2.785546255,3.347935553,0.014532958,0.033651373,-4.403281344
TCTE1,202500,0.05727642,2.815014739,7.779233902,1.94E-04,0.002985898,0.435639698
LYPD5,284348,0.057237471,2.78647655,3.647438602,0.009992411,0.025814389,-3.99342437
MUC6,4588,0.057220915,2.789640333,3.064064673,0.020984519,0.043849454,-4.801551008
ZNF800,168850,0.057191151,3.314420886,11.05347414,2.46E-05,9.16E-04,2.777125032
MIR181C,406957,0.057168312,2.874411041,3.411446178,0.013407997,0.03178633,-4.315424211
MB21D1,115004,0.057093566,3.260917156,8.19082785,1.44E-04,0.0025498,0.772849002
ZNRF2P1,441208,0.057062312,3.138593338,4.954613798,0.002282147,0.010082495,-2.351928928
CDIP1,29965,0.056905587,2.922129872,6.811843718,4.11E-04,0.004228853,-0.418531748
FLJ35934,400579,0.056905451,2.883788148,3.456384063,0.012669669,0.030491719,-4.253558397
ARHGDIG,398,0.056834384,2.994907295,3.667862414,0.009745242,0.025410766,-3.96590161
FAM27B,100133121,0.056811308,2.95595609,5.481587891,0.001346784,0.007586958,-1.758950826
PRSS33,260429,0.056798482,2.942203588,3.667726478,0.009746865,0.025410766,-3.966084609
KRTAP10-5,386680,0.056792327,2.876143958,2.956842727,0.02417984,0.048710239,-4.954071061
KRTAP5-10,387273,0.056602071,3.047539586,3.832101395,0.007985993,0.022233564,-3.746655147
GPR37L1,9283,0.056544939,2.997347314,4.18832899,0.005259482,0.01699225,-3.284244409
OAF,220323,0.056473731,2.937091315,5.212555118,0.00175499,0.008719424,-2.056937668
ROR1,4919,0.05644689,2.856485687,5.967050213,8.54E-04,0.006041676,-1.245149212
JPH4,84502,0.056423929,2.908704788,3.688487918,0.009502452,0.025006218,-3.938164409
FAM83A,84985,0.056415889,2.809427603,5.523448359,0.001293489,0.007422765,-1.71345292
BASP1,10409,0.056399616,3.575963646,13.35642457,7.87E-06,4.15E-04,4.065932999
TLX1,3195,0.056361175,2.810669915,3.446890817,0.012821852,0.030774276,-4.266606742
PTH2,113091,0.056326876,3.014252714,3.615977118,0.010386779,0.026477219,-4.035931136
LOC79999,79999,0.056326343,2.865269185,2.851835543,0.027821774,0.054188388,-5.10434613
LOC79999,79999,0.056326343,2.865269185,2.851835543,0.027821774,0.054188388,-5.10434613
ABO,28,0.056290968,2.878420379,7.607406517,2.20E-04,0.003152122,0.290453638
RETN,56729,0.056279207,2.897473901,4.814744932,0.002641355,0.011005972,-2.515789863
LTB,4050,0.056278818,2.848702641,4.864564963,0.002506575,0.010618361,-2.457105767
AEBP1,165,0.056147306,2.826188102,5.775165892,0.001019212,0.006601409,-1.444659388
ACTRT2,140625,0.05610376,2.839571299,4.333698718,0.004459764,0.015330609,-3.100824601
REPIN1,29803,0.056026218,3.189651839,10.73807451,2.93E-05,0.001021323,2.581081658
SLC34A3,142680,0.056023076,2.797838683,3.250567288,0.016462811,0.036782624,-4.538899875
BOD1L2,284257,0.055994371,2.975392955,4.637837372,0.003190159,0.01238166,-2.727044678
RASL10B,91608,0.055962944,2.911347594,5.537155576,0.001276559,0.007375531,-1.698604643
CXCR5,643,0.055909032,3.251105498,5.452952666,0.001384673,0.007713279,-1.790207392
ZBTB2,57621,0.055688882,3.192172024,10.71207391,2.97E-05,0.001023468,2.564682161
BLOC1S1-RDH5///RDH5,100528022///5959,0.055538678,2.843001484,5.130143449,0.001906792,0.009141401,-2.150183842
FAM76B,143684,0.055478621,2.975765461,6.480455927,5.43E-04,0.004839871,-0.733130446
TRIM26,7726,0.055322013,3.155989817,12.38510656,1.24E-05,5.69E-04,3.550594428
REC8,9985,0.055292633,2.827406662,4.877546862,0.002472738,0.010549137,-2.441872091
HHATL,57467,0.055261862,2.805041639,4.788779056,0.00271482,0.011158853,-2.546515949
ZFAS1,441951,0.055244885,3.14854649,8.82843594,9.31E-05,0.002022288,1.267805172
ARID5A,10865,0.055163603,2.863966058,5.894131534,9.13E-04,0.006263005,-1.320426944
FIBCD1,84929,0.055134501,2.876684742,5.352921903,0.001526823,0.008113298,-1.900250663
NPIPB9///NPIPB5///NPIPB6///PDXDC2P///NPIPB3,100507607///100132247///728741///283970///23117,0.05512255,3.254677986,5.817993044,9.79E-04,0.006462881,-1.399732044
ZNF575,284346,0.055112045,2.890346029,4.123144339,0.005669035,0.017842283,-3.367490826
ECEL1,9427,0.055108521,2.809584094,6.347500505,6.09E-04,0.00513094,-0.862778383
KMT5A,387893,0.055100318,3.055666778,3.935838057,0.00705735,0.020503754,-3.610119063
LINGO4,339398,0.055063581,2.835881146,5.467397546,0.001365411,0.007647123,-1.77442664
CTXN1,404217,0.0550136,3.019359971,5.22065326,0.001740825,0.008682437,-2.047825165
CRB3,92359,0.054982543,2.807338045,4.096165614,0.005848831,0.018219404,-3.40212557
LY86-AS1,285780,0.05497777,2.984016493,3.421866183,0.013232695,0.031469866,-4.301056702
HBQ1,3049,0.054944558,3.03484823,4.723714578,0.002909209,0.011631992,-2.623932383
CD164L2,388611,0.054930371,2.830271056,3.572725184,0.010957176,0.027450902,-4.094583025
SLC2A10,81031,0.054885412,2.845480803,4.988960835,0.00220258,0.009885739,-2.312113133
KRTAP17-1,83902,0.054880586,2.945085359,4.111747265,0.005744228,0.018004791,-3.38210928
KANK2,25959,0.054777306,2.84415026,5.405925212,0.001449547,0.007938513,-1.841775773
SBK2,646643,0.054762136,2.91364608,3.236480397,0.016764419,0.037239244,-4.55860999
ING3,54556,0.05469469,3.145103551,7.900009984,1.77E-04,0.002881856,0.536107874
LRRN4CL,221091,0.054694093,2.858532875,5.216479584,0.00174811,0.008705855,-2.05252051
HMCN2,256158,0.054690624,2.832136118,2.98754598,0.023214402,0.04721797,-4.910294442
DLX4,1748,0.054688611,2.931434437,5.491292292,0.001334211,0.007540195,-1.74838263
EBF4,57593,0.054664601,2.876250173,3.964519248,0.006822196,0.020035813,-3.572639537
SMIM24,284422,0.054655241,3.009311945,3.958083033,0.0068742,0.020149219,-3.581039908
ENKD1,84080,0.054600062,2.811373355,4.769413814,0.002771106,0.011290847,-2.569494098
IGFBP1,3484,0.054596456,2.943521511,4.788329177,0.002716113,0.011159824,-2.547049152
FAM201B,339742,0.054574593,3.111939166,3.030064832,0.021945402,0.045331924,-4.849804454
AFF4,27125,0.054543357,3.540548373,13.32210894,7.99E-06,4.20E-04,4.048358102
DCP1A,55802,0.05453028,3.432816471,7.657340031,2.12E-04,0.003104627,0.3329215
IFIT1,3434,0.054528134,3.463040586,3.623393066,0.0102923,0.026314544,-4.0258997
RPRML,388394,0.054501469,3.156005994,5.991203236,8.36E-04,0.005978334,-1.220358764
LPAR5,57121,0.054409279,2.891710402,2.998652322,0.022875468,0.046720753,-4.894478634
MGC20647,91370,0.054357257,2.786994149,7.160711733,3.11E-04,0.003702078,-0.099907244
ZNF837,116412,0.054304787,2.97811566,3.535228677,0.011479613,0.028338718,-4.145629587
HES3,390992,0.054255727,2.889413821,4.024344149,0.006359178,0.019184796,-3.494842127
ZBTB43,23099,0.054157748,3.23103955,13.39131653,7.75E-06,4.10E-04,4.083757727
UCN,7349,0.054138938,2.965922325,4.760400712,0.00279775,0.011364029,-2.580207057
TP53INP2,58476,0.054126544,3.262547688,12.44187741,1.21E-05,5.60E-04,3.58177538
MIR23B///C9orf3,407011///84909,0.054122979,2.833966003,3.65422188,0.009909562,0.025699243,-3.984277098
